1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,,,,
Ticker,EPS LTM,EPS - most recent FY,EPS Est current FY,EPS Est FY+1,EPS Est FY+2,EPS EST NTM,EPS EST NTM+1,EPS EST NTM - 30 days ago,EPS EST NTM - 90 days ago,EPS EST Current Qtr,EPS Est Next Qtr,EPS surprise last qtr,Sales LTM,Sales - most recent FY,Sales Est current FY,Sales Est FY+1,Sales Est FY+2,Sales EST NTM,Sales EST NTM+1,SALES EST NTM - 30 days ago,SALES EST NTM - 90 days ago,SALES EST Current Qtr,SALES EST Next Qtr,SALES surprise last qtr,EBITDA LTM,EBITDA - most recent FY,EBITDA Est current FY,EBITDA Est FY+1,EBITDA Est FY+2,EBITDA EST NTM,EBITDA EST NTM+1,EBITDA EST NTM - 30 days ago,EBITDA EST NTM - 90 days ago,EBITDA EST Current Qtr,EBITDA EST Next Qtr,PRICE,SO,MKT CAP,EV,ND,Gross Profit LTM,EBIT LTM,Stock Option Expense - LTM,Stock price - LTM High,Stock price - LTM LOW,ROIC 1 YR,ROIC  3YR,14 day RSI,SI % of float,SI Days to Cover,Insider % ownership,Insider Purchases,Insider Sales,Accruals abs,acrcrurals %,FCF,Consensus Price Target,Next Earnings Date,Next Earnings Date Time of day,LAST Reported FYE,FYE,LAST Reported FQ,Total assets,1 month volatility,2 month vol,3 month vol,1 yr Beta,3 yr beta,5 yr beta - monthly,5 yr beta - weekly,EV/EBITDA - NTM,EV/Sales - NTM,P/E NTM,3-YR AVG NTM EV/EBITDA,3-YR AVG NTM EV/SALES,3-YR AVG NTM P/E,3-YR MEDIAN NTM EV/EBITDA,3-YR MEDIAN NTM EV/SALES,3-YR MEDIAN NTM P/E,3-YR MIN NTM EV/EBITDA,3-YR MIN NTM EV/SALES,3-YR MIN NTM P/E,3-YR MAX NTM EV/EBITDA,3-YR MAX NTM EV/SALES,3-YR MAX NTM P/E,52 week high,26-YR AVG NTM EV/EBITDA,26-YR AVG NTM EV/SALES,26-YR AVG NTM P/E,26-YR MEDIAN NTM EV/EBITDA,26-YR MEDIAN NTM EV/SALES,26-YR MEDIAN NTM P/E,26-YR MIN NTM EV/EBITDA,26-YR MIN NTM EV/SALES,26-YR MIN NTM P/E,26-YR MAX NTM EV/EBITDA,26-YR MAX NTM EV/SALES,26-YR MAX NTM P/E,,,,
ARX,,,,,,0.6573906,,0.6527933,0.62161255,0.15699431,0.13591747,75.90964,#N/A,,,,,1033.9532,,1033.2594,1000.28644,#Calc,#Calc,4.105383,#N/A,,,,,267.09805,,,,#Calc,#Calc,14.85,,,,-1554,#N/A,,,,,59.06623236,59.06623236,#Calc,#Calc,#Calc,,,,,#VALUE!,#N/A,21.05555534,2026-08-27,Unspecified,,,,4438.5,0.4081404,0.44226162,,1.3150342,1.3150342,-14.400207,,5.7422814,1.4833864,22.589312,7.729372922,1.988280641,26.09871428,6.07245185,1.5883325,23.4441825,3.105625,0.8102464,18.351847,21.65092,5.3652678,52.18496,31.18,,,,,,,,,,,,,,,,
AS,,,,,,1.1721945,,1.1474756,1.041782,0.27537557,0.32954514,31.01786,6100.6,,,,,7565.4385,,7465.14,7213.036,#Calc,#Calc,2.1280773,972.2,,,,,1360.1604,,,,#Calc,#Calc,37.72,,,,1514.6,3489.7,,,,,1.184368296,-2.041604236,#Calc,#Calc,#Calc,,,,,#VALUE!,#N/A,47.37619019,2026-03-10,Unspecified,,,,9711.5,0.29863022,0.31985413,,0.99504536,1.0671926,2.8518374,,16.75622,3.0125349,32.178963,15.87595057,2.548328973,33.60973869,16.6612005,2.69208635,32.547315,9.42897,1.3941255,18.617815,21.28179,3.5722601,47.405373,42.36,,,,,,,,,,,,,,,,
ASAN,,,,,,0.35500753,,0.34644985,0.31012008,0.07053431,0.07133098,12.903759,773.57,,,,,856.4557,,850.08453,834.8483,205.14133,203.93178,1.1248457,-189.88,,,,,97.32205,,,,20.10482,18.499687,11.14,,,,-208.797,692.211,,,,,-48.50514167,-56.33425483,68.78172,20.09697209,5.249828,,,,,-0.3053817143,65.145,15.92307663,2026-03-11,Unspecified,,,,840.43,0.50173546,0.48366196,,1.2664878,1.6033262,0.9157812,,25.073286,2.849165,31.379618,182.3343521,4.669233117,782.0269667,41.680546,4.3581272,49.583294,23.980967,2.7226248,30.13073,2572.6875,7.7354608,59981.348,24.5,,,,,,,,,,,,,,,,
ASB,,,,,,2.874834,,2.8386931,2.7704682,0.6788889,0.68777776,15.651435,2459.156,,,,,1696.5353,,1642.1185,1543.4293,#Calc,#Calc,1.832376,743.999,,,,,#N/A,,,,#Calc,#Calc,26.44,,,,3595.536,#N/A,,,,,6.656705894,4.596758888,#Calc,#Calc,#Calc,,,,,#VALUE!,#N/A,30.09090996,2026-04-23,Unspecified,,,,44455.863,0.2765909,0.26470417,,1.1313703,1.173378,0.79514897,,#N/A,4.8303714,9.197053,#N/A,5.066995756,9.118854773,#N/A,5.1631241,9.224096,#N/A,3.958975,6.166428,#N/A,6.189127,12.370296,28.02,,,,,,,,,,,,,,,,
ASGN,,,,,,5.0249715,,4.9148617,4.8520555,1.17642,0.98119885,7.058819,3985.3,,,,,4007.8586,,3992.5828,3991.4575,#Calc,#Calc,0.6769007,355.8,,,,,433.03455,,,,#Calc,#Calc,51.04,,,,1113.1,1089.7,,,,,6.005244306,7.646249987,#Calc,#Calc,#Calc,,,,,-0.05793128148,283.3,52.83333206,2026-02-04,4:05 PM,,,,3700.3,0.35311497,0.3359627,,0.52853554,0.79519767,0.86120355,,7.7212043,0.834248,10.157271,9.577684305,1.071738116,13.63808013,9.434107,1.09849515,13.234337,6.700039,0.71656793,8.200942,12.175564,1.368587,18.401487,95.29,,,,,,,,,,,,,,,,
ASH,,,,,,4.189381,,4.1354976,4.368301,0.2384565,1.0969223,-13.120534,1824,,,,,1888.5057,,1883.7655,1875.8558,#Calc,#Calc,-0.8907907,-458,,,,,425.955,,,,#Calc,#Calc,63.32,,,,1225,437,,,,,-21.38119391,-2.294980619,#Calc,#Calc,#Calc,,,,,-0.144016217,36,66.0640564,2026-02-02,5:00 PM,,,,4611,0.28310146,0.36597134,,1.1110235,0.916523,0.41948676,,9.7139845,2.1910021,15.114405,9.747496763,2.292874979,14.98257897,9.8526015,2.35468315,15.123309,7.469492,1.7582283,9.710657,12.118924,2.7215078,20.255623,72.33,,,,,,,,,,,,,,,,
ASML,,,,,,32.571274,,30.481499,30.01588,8.832927,7.020354,0.8813278,35841.68857,,,,,41445.418,,39757.027,39230.24,11004.261,9160.766,-2.8395915,13800.50834,,,,,16044.517,,,,4250.2813,3380.1482,1389.04,,,,-2847.6125,18726.73976,,,,,37.77478902,40.96078909,63.108364,0.3519129426,1.1261306,,,,,-0.04778282117,9753.41078,1559.631958,2026-01-28,1:00 AM,,,,52989.0925,0.4748306,0.42911476,,1.3480394,1.5573874,1.8610426,,33.287537,12.886405,42.646168,25.11556048,9.161877043,31.63708353,24.3276625,8.765576,30.429033,17.896885,6.532539,22.421495,37.18055,13.02084,46.852337,1398.8,,,,,,,,,,,,,,,,
ASND,,,,,,4.6394677,,4.1545,3.2136447,-0.24844281,0.5655514,-311.14368,720.3213027,,,,,1607.3892,,1537.301,1391.7217,#Calc,#Calc,0.56967705,-84.46892716,,,,,488.48184,,,,#Calc,#Calc,235.39,,,,322.6057163,608.9587622,,,,,-103.3709022,-71.68303029,#Calc,#Calc,#Calc,,,,,-0.1115440294,-123.88845,277.1915588,2026-02-12,Unspecified,,,,1356.831529,0.39329212,0.4281644,,0.4652953,0.6153585,0.45086822,,29.93758,9.097961,50.736423,545.2972386,15.0026798,75.73461078,54.112682,13.8020595,62.6666605,27.065727,8.141087,45.823376,53327.668,37.556915,139.29358,238.84,,,,,,,,,,,,,,,,
ASO,,,,,,6.4269643,,6.3857718,6.2123537,2.0365756,0.91659397,7.689616,6011.862,,,,,6455.982,,6421.6587,6392.688,#Calc,#Calc,-1.2640312,646.445,,,,,709.0411,,,,#Calc,#Calc,56.82,,,,1579.531,2038.278,,,,,11.61876731,16.88704871,#Calc,#Calc,#Calc,,,,,-0.01519478645,185.67,59.94444275,2026-03-31,Unspecified,,,,5413.984,0.4803367,0.48437164,,1.5589781,1.2606151,1.2488468,,7.6740103,0.84281343,8.840877,6.84031664,0.857676062,7.780359048,6.8308167,0.84466718,7.8217595,5.26461,0.6384123,5.55766,8.313963,1.1199795,9.954904,59.49,,,,,,,,,,,,,,,,
ASTE,,,,,,3.3402193,,3.2705069,3.1492238,0.83,0.73,16.528925,1368.8,,,,,1472.583,,1468.507,1446.0651,#Calc,#Calc,5.257989,113.7,,,,,156.18521,,,,#Calc,#Calc,48.29,,,,280.2,372.3,,,,,0.5810025672,1.906992385,#Calc,#Calc,#Calc,,,,,-0.04120908279,46.1,56.5,2026-03-04,Unspecified,,,,1349,0.36104122,0.33880535,,1.3919243,1.356803,1.4378295,,8.871984,0.940981,14.457135,8.25619217,0.6943669578,14.20485684,8.165575,0.67089228,14.0252125,6.104936,0.52167404,11.069528,11.2550745,0.981468,20.559713,50.92,,,,,,,,,,,,,,,,
ASTH,,,,,,1.4235004,,1.3532735,1.8734051,0.10623,0.22418572,-97.855385,2896.452,,,,,3998.8691,,3951.5457,3926.3535,#Calc,#Calc,0.33788475,108.156,,,,,274.4213,,,,#Calc,#Calc,27.16,,,,623.795,259.495,,,,,4.149423082,7.265081374,#Calc,#Calc,#Calc,,,,,-0.05040725207,96.962,36.44444275,2026-02-19,Unspecified,,,,2237.186,0.5577832,0.54161053,,0.9421789,1.1375167,0.8692772,,6.364936,0.436792,19.079727,9.099809571,0.8170546986,25.03795678,9.4535555,0.8994891,25.1097385,3.607111,0.25251788,10.910015,14.641428,1.3415693,41.06593,39.97,,,,,,,,,,,,,,,,
ASTS,,,,,,-0.8778539,,-0.78271097,-0.7369761,-0.17333333,-0.212,-115.79681,18.531,,,,,248.45909,,247.02235,241.79257,#Calc,#Calc,-26.046164,-339.387,,,,,-108.482834,,,,#Calc,#Calc,113.57,,,,-497.64,-71.67,,,,,-73.41632792,-43.17935577,#Calc,#Calc,#Calc,,,,,-0.2889420397,-916.003,98.15714264,2026-03-27,Unspecified,,,,2550.902,1.2439339,1.2498458,,1.3214644,1.4464518,2.6920502,,#N/A,124.25928,#N/A,#N/A,27.16362161,#N/A,#N/A,13.1508685,#N/A,#N/A,4.0434995,#N/A,#N/A,132.26591,#N/A,120.93,,,,,,,,,,,,,,,,
ASX,,,,,,0.86247987,,0.84131765,0.734277,0.17735733,0.16038974,14.105842,70765.12712,,,,,23661.385,,23641.68,23146.555,5601.3525,5281.0947,0.88334996,12985.38348,,,,,5022.706,,,,1149.4438,1145.8777,19.39,,,,6689.936118,3190.47227,,,,,7.330110526,11.12505035,59.86842,#N/A,0.8483952,,,,,-0.1858332428,-7108.34091,19.29999924,2026-02-05,Unspecified,,,,27647.61257,0.25645466,0.30043402,,1.5054613,1.4261894,1.4696025,,10.053768,2.1341574,22.481684,6.341486899,1.196877639,14.36581737,6.3880523,1.18957755,14.324771,4.77071,0.88837713,9.681416,10.053768,2.1341574,22.614426,19.665,,,,,,,,,,,,,,,,
ATAI,,,,,,-0.46473804,,-0.46016887,-0.4302504,-0.105,-0.103,-142.59227,3.153812824,,,,,0.43452054,,0.5104623,0.6417963,#Calc,#Calc,948.6,-155.1735873,,,,,-133.29196,,,,#Calc,#Calc,4.15,,,,-111.648,#N/A,,,,,-76.48446807,-52.36648935,#Calc,#Calc,#Calc,,,,,#VALUE!,#N/A,12.27272701,,,,,,239.82,0.4644104,0.52475254,,0.9997072,1.7255278,1.6177118,,#N/A,1821.675,#N/A,#N/A,521.2456608,#N/A,#N/A,466.89616,#N/A,#N/A,-693.8388,#N/A,#N/A,2006.1759,#N/A,6.75,,,,,,,,,,,,,,,,
ATAT,,,,,,2.1932647,,2.1140025,1.9931153,0.43877503,0.38363865,4.3227053,1265.430682,,,,,1767.8751,,1711.8956,1591.7291,#Calc,#Calc,7.012012,301.1787209,,,,,422.65424,,,,#Calc,#Calc,37.48,,,,-575.2385702,550.4077994,,,,,31.9463974,35.03873007,#Calc,#Calc,#Calc,,,,,-0.05563461053,265.23551,49.21526337,2026-03-26,Unspecified,,,,1257.661148,0.41528,0.4124716,,0.34758815,0.67348516,0.8034392,,11.058802,2.64388,17.08868,12.49456779,3.26214068,19.24702087,11.7830265,2.93982335,18.120226,7.1913166,1.7851297,13.046302,27.358166,7.2783356,43.22627,43.1725,,,,,,,,,,,,,,,,
ATEC,,,,,,0.21923138,,0.19857025,0.16138943,0.037518587,-0.0018,,728.02,,,,,896.7321,,884.1124,851.3335,#Calc,#Calc,7.6007695,-30.879,,,,,134.4526,,,,#Calc,#Calc,15.62,,,,435.412,424.772,,,,,-25.98766362,-36.16422082,#Calc,#Calc,#Calc,,,,,-0.2383904724,3.606,24.38461494,2026-02-24,4:05 PM,,,,787.248,0.9461337,0.7271177,,0.5916363,1.0819769,1.0170239,,21.00293,3.1490996,71.248924,83.00739562,3.331766262,532.6416914,41.347372,3.30002245,107.94512,18.651148,1.7462913,71.248924,488.9985,5.2923436,48269.844,23.29,,,,,,,,,,,,,,,,
ATEN,,,,,,0.9515299,,0.9431374,0.9485652,0.23771429,0.21266666,8.417509,284.406,,,,,313.15164,,311.12372,300.62173,78.07999,70.76195,5.634234,71.828,,,,,85.691635,,,,21.596,18.0205,17.38,,,,-142.027,226.564,,,,,21.86078248,28.65982885,55.555557,9.945120841,7.549266,,,,,-0.070341923,72.051,23.16666603,2026-02-04,4:06 PM,,,,620.133,0.17829973,0.18729494,,1.2101228,1.0396888,1.2206979,,13.157789,3.6005318,18.26532,14.01141214,3.555720719,18.30760469,13.8190915,3.435909,18.207423,10.599975,2.3565733,13.101811,20.363247,5.1139646,26.570501,21.895,,,,,,,,,,,,,,,,
ATGE,,,,,,8.417383,,8.330541,8.100974,2.1875,2.055,10.935023,1833.178,,,,,1992.0624,,1982.0502,1962.5897,#Calc,#Calc,2.2079298,451.137,,,,,528.06396,,,,#Calc,#Calc,121.28,,,,496.265,1100.156,,,,,10.67809386,4.897536416,#Calc,#Calc,#Calc,,,,,-0.03848234569,323.196,161.5,2026-01-28,4:15 PM,,,,2867.463,0.23728497,0.27453724,,0.47782996,0.7815006,0.6831796,,9.450632,2.5052118,14.408278,8.498524938,2.123042029,12.51769228,8.2514875,2.02641475,12.2855685,6.2507277,1.4430119,7.838535,12.33777,3.2979307,19.21573,156.2599,,,,,,,,,,,,,,,,
ATI,,,,,,3.9464252,,3.8586252,3.5900292,0.87825966,0.84247184,15.965317,4583,,,,,5012.5205,,4961.0513,4914.4556,1188.3298,1211.1167,0.16898789,862.8,,,,,976.49725,,,,225.63063,225.40599,123.55,,,,1534.7,980.9,,,,,10.18540314,8.479904795,53.457447,2.057725966,2.365467,,,,,-0.0203854656,444.2,133.8888855,2026-02-03,7:30 AM,,,,5002.7,0.22157309,0.2734254,,1.8625976,1.6467377,1.0247315,,19.469872,3.792957,31.306814,12.93756384,2.2213621,19.98916052,12.465383,2.1115301,19.784435,8.667502,1.5634905,12.848,19.840508,3.8578095,32.166016,127.11,,,,,,,,,,,,,,,,
ATKR,,,,,,5.4050364,,5.3449516,5.469159,0.6296235,1.2572384,-45.082584,2850.378,,,,,3037.1904,,3026.3267,2824.6233,#Calc,#Calc,2.5784078,174.521,,,,,354.89624,,,,#Calc,#Calc,72.2,,,,425.121,634.166,,,,,-0.6364682242,24.48566506,#Calc,#Calc,#Calc,,,,,-0.110225452,288.461,65.80000305,2026-02-03,Before Market,,,,2851.922,0.32276203,0.33681664,,1.1938615,1.4423155,1.5747559,,8.121945,0.9490508,13.357911,6.78614713,1.386504154,9.354453803,6.77076935,1.4372947,9.125179,5.252726,0.7921208,6.7432084,8.249364,2.1332834,13.605314,88.09,,,,,,,,,,,,,,,,
ATMU,,,,,,2.8343124,,2.7935555,2.681703,0.56207156,0.64166665,14.949009,1724.4,,,,,1907.6,,1810.905,1768.4421,#Calc,#Calc,7.9003863,319.9,,,,,383.48056,,,,#Calc,#Calc,56.55,,,,399.9,491.9,,,,,24.4661218,29.97929349,#Calc,#Calc,#Calc,,,,,0.02661432088,127.6,60,2026-02-18,Unspecified,,,,1339.1,0.26321852,0.288924,,1.0473295,1.1261572,1.576723,,13.238181,2.6612418,19.95193,10.0460909,1.930074647,14.01860575,10.162218,1.967172,14.197592,6.02164,1.0322727,8.999311,13.622655,2.7353458,20.428524,58.18,,,,,,,,,,,,,,,,
ATO,,,,,,8.376456,,8.277975,7.9609375,2.4138842,3.3287344,8.105967,4702.755,,,,,5375.4023,,5540.8564,5333.6436,1373.5474,2181.2385,2.5206118,2363.957,,,,,2735.1829,,,,632.1653,912.0587,165.34,,,,9099.703,1999.014,,,,,5.568216269,5.46681876,38.258736,3.183974881,4.772161,,,,,-0.03269767924,-1511.943,180.777771,2026-02-03,After Market,,,,28905.706,0.12146978,0.15066902,,0.051045537,0.25928417,0.76094604,,13.033441,6.6318464,19.738657,12.67698142,5.666290979,18.91270505,12.757618,5.62940685,18.811617,11.022683,4.304871,15.864102,14.459406,7.129179,22.578772,180.65,,,,,,,,,,,,,,,,
ATR,,,,,,5.7055073,,5.6906886,6.2874913,1.2285714,1.1528572,3.372835,3662.533,,,,,3815.0847,,3805.9255,3849.635,#Calc,#Calc,0.799414,841.268,,,,,832.1807,,,,#Calc,#Calc,126,,,,984.987,1117.691,,,,,11.99884862,9.345093119,#Calc,#Calc,#Calc,,,,,-0.04612112843,314.88,158.3333282,2026-02-05,After Market,,,,5100.848,0.17534529,0.202494,,0.51284635,0.64373696,0.48435646,,11.322933,2.4698603,22.083925,13.13120986,2.759748336,25.53878284,13.260637,2.7227788,25.78837,10.243335,2.252081,19.743792,15.433705,3.3688698,30.44591,164.28,,,,,,,,,,,,,,,,
ATRC,,,,,,-0.07942217,,-0.13351355,-0.26876813,-0.09911863,-0.11300143,91.06044,518.305,,,,,605.2101,,597.16034,583.8761,#Calc,#Calc,2.2906165,-1.75,,,,,68.72319,,,,#Calc,#Calc,39.07,,,,-64.953,385.02,,,,,-8.332781829,-3.234299036,#Calc,#Calc,#Calc,,,,,-0.1094396528,31.933,52.77777863,2026-02-24,Unspecified,,,,635.442,0.62074394,0.59094494,,0.4529228,1.1441534,1.405853,,26.297985,2.986205,#N/A,126.3291727,3.361923034,#N/A,38.980385,3.0305122,#N/A,22.164333,1.8265573,#N/A,1385.6079,6.153576,#N/A,43.18,,,,,,,,,,,,,,,,
ATRO,,,,,,2.5423903,,2.3921232,2.1527946,0.6,0.57,16.666668,830.601,,,,,974.9019,,947.99664,895.7667,#Calc,#Calc,-0.4955294,35.633,,,,,171.68617,,,,#Calc,#Calc,76.34,,,,359.807,240.441,,,,,-3.691280133,-6.049118928,#Calc,#Calc,#Calc,,,,,-0.08730921306,42.418,82.5,2026-03-04,Unspecified,,,,682.193,0.53042965,0.52138126,,0.56515086,1.0550419,1.106956,,17.846508,3.142879,30.02686,10.09098617,1.282643046,31.53700917,9.1713645,1.0554611,23.0922285,6.1160817,0.8607572,13.54519,18.117275,3.1580741,193.79631,77,,,,,,,,,,,,,,,,
ATROB,,,,,,2.5423903,,2.3921232,2.1527946,0.6,0.57,16.666668,830.601,,,,,974.9019,,947.99664,895.7667,#Calc,#Calc,-0.4955294,35.633,,,,,171.68617,,,,#Calc,#Calc,75.1,,,,359.807,240.441,,,,,-3.691280133,-6.049118928,#Calc,#Calc,#Calc,,,,,-0.08730921306,42.418,82.5,2026-03-04,Unspecified,,,,682.193,0.4369191,0.52439922,,0.27845672,0.95732623,1.0584508,,17.846508,3.142879,29.53913,10.09098617,1.282643046,31.40115896,9.1713645,1.0554611,23.0713285,6.1160817,0.8607572,12.8079195,18.117275,3.1580741,191.29683,77.38,,,,,,,,,,,,,,,,
AU,,,,,,10.234588,,8.617222,7.47224,1.9733334,2.0566,-3.6496348,#N/A,,,,,12634.0205,,12225.528,10491.875,#Calc,#Calc,-6.309223,#N/A,,,,,8178.023,,,,#Calc,#Calc,106.26,,,,-255,#N/A,,,,,13.90967027,6.129878676,#Calc,#Calc,#Calc,,,,,#VALUE!,#N/A,126.4147644,2026-02-20,Before Market,,,,14836,0.5272911,0.4737297,,0.6167797,0.8030768,0.59395105,,6.8322873,4.422551,10.382441,4.880459325,2.395731661,9.786318658,4.8210075,2.17139615,9.70758325,2.8360958,1.4466513,5.954673,6.968469,4.4735856,15.08057,107.6,,,,,,,,,,,,,,,,
AUB,,,,,,3.749105,,3.6778696,3.6003435,0.8711111,0.91555554,13.006783,2040.923,,,,,1577.3079,,1561.0369,1521.383,#Calc,#Calc,3.2512586,447.696,,,,,#N/A,,,,#Calc,#Calc,38.87,,,,1263.035,#N/A,,,,,5.816812536,6.734004792,#Calc,#Calc,#Calc,,,,,#VALUE!,#N/A,44.4375,2026-04-28,Unspecified,,,,37585.754,0.337608,0.30741108,,1.1964219,1.1715583,0.8181053,,#N/A,3.9838212,10.367807,#N/A,3.835042849,10.25913284,#N/A,3.8208419,10.187449,#N/A,1.7663155,6.753666,#N/A,5.7276564,13.1788435,40.71,,,,,,,,,,,,,,,,
AUGO,,,,,,9.1302185,,7.836121,5.669164,1.345,1.9,-14.372061,782.3669019,,,,,1469.6702,,1447.5984,1176.2146,#Calc,#Calc,3.6810615,166.4965879,,,,,954.2022,,,,#Calc,#Calc,68.3,,,,104.503,395.738,,,,,-5.107641637,9.881222369,#Calc,#Calc,#Calc,,,,,-0.2834992727,44.37308,63.79999924,2026-03-03,Unspecified,,,,1428.862,0.58087273,0.49399597,,0.43207908,0.6531771,0.5207698,,6.0306997,3.915509,7.480654,3.508064569,1.709776618,5.434661408,3.29504765,1.4627342,5.6062487,2.4799585,1.0830383,2.2362182,6.119702,3.9734814,9.454518,70.456,,,,,,,,,,,,,,,,
AUPH,,,,,,0.94224656,,0.93163925,0.740242,0.21666667,0.19333333,43.75,269.6246441,,,,,330.00095,,325.79248,301.87466,#Calc,#Calc,8.51353,105.0775449,,,,,161.73534,,,,#Calc,#Calc,14.53,,,,-273.596,236.39,,,,,1.275758591,-20.1959725,#Calc,#Calc,#Calc,,,,,-0.06056235121,120.391,16.7142849,2026-03-04,Unspecified,,,,527.528,0.29144936,0.31862232,,0.1398266,0.87673366,1.4730057,,10.527077,5.15938,15.420592,8.70504356,4.211147784,29.84698619,8.2311325,3.9442102,16.848755,5.779841,1.9030735,11.073363,12.305856,8.231557,539.1162,16.54,,,,,,,,,,,,,,,,
AUR,,,,,,-0.45359513,,-0.4545662,-0.4693364,-0.11719066,-0.11243182,9.411765,2,,,,,41.767094,,32.329624,30.661877,1.6944572,2.02365,-16.52655,-752,,,,,-734.9087,,,,-184.76033,-194.66,4.58,,,,-1142,-60,,,,,-36.73870334,-44.44385506,59.649124,12.1071429,7.6892014,,,,,-0.0918075552,-608,10.5625,2026-02-11,3:15 PM,,,,2510,0.58944317,0.59816727,,2.2728996,2.7137413,2.4763412,,#N/A,180.01683,#N/A,#N/A,1616.24552,#N/A,#N/A,642.61725,#N/A,#N/A,178.59323,#N/A,#N/A,29511.832,#N/A,10.77,,,,,,,,,,,,,,,,
AVA,,,,,,2.7771587,,2.7564328,2.697337,1.0431334,1.05155,27.028933,1963.77,,,,,1961.1979,,1995.6952,2038.7131,#Calc,#Calc,-5.696946,639.14,,,,,680.2472,,,,#Calc,#Calc,40.04,,,,3145,462.024,,,,,3.425673635,3.456065941,#Calc,#Calc,#Calc,,,,,-0.03845940569,-23,39,2026-02-25,7:05 AM,,,,8162,0.10033736,0.15385245,,-0.17812432,0.17265739,0.28011814,,9.40742,3.262991,14.417613,9.759530802,3.222698588,14.97678016,9.570695,3.1655326,14.6381465,8.829904,2.9631166,12.787485,11.837618,3.8636372,18.942095,43.09,,,,,,,,,,,,,,,,
AVAH,,,,,,0.6095958,,0.61586344,0.50704193,0.14777285,0.12175,47.551567,2290.591,,,,,2572.84,,2547.2048,2444.959,#Calc,#Calc,5.651095,268.444,,,,,318.75076,,,,#Calc,#Calc,8.68,,,,1364.191,758.648,,,,,-0.9236768576,-14.89973337,#Calc,#Calc,#Calc,,,,,-0.02018327551,76.706,11,2026-03-12,Unspecified,,,,1810.457,0.5610802,0.44906696,,1.0156729,1.5427432,2.0565023,,10.331527,1.2799793,14.238944,12.23973161,1.048307276,71.9745816,12.40221925,0.9987564,32.8267265,9.94298,0.774804,13.082156,15.321285,1.4984155,497.47595,10.32,,,,,,,,,,,,,,,,
AVAV,,,,,,4.3545847,,4.2522736,4.0958405,0.7354786,1.91595,-43.286438,1369.87,,,,,2240.4983,,2211.7307,2160.7778,468.6802,501.5515,0.6349514,91.292,,,,,371.2629,,,,69.84372,83.34599,307.75,,,,237.455,296.647,,,,,4.838757092,-2.855464016,42.543045,6.335131027,2.9756444,,,,,0.05859301926,-241.894,387.3125,2026-03-10,Unspecified,,,,5638.466,0.971752,0.83691734,,2.078356,1.403331,1.1613483,,41.856575,6.935865,70.67264,28.18616112,5.126016703,49.7844419,25.1460505,4.71612215,46.2755015,18.004581,3.2412033,27.754969,54.870457,9.008498,99.31774,417.86,,,,,,,,,,,,,,,,
AVB,,,,,,5.1317363,,5.2715006,5.778491,1.2264253,1.2694086,95.732834,3058.511,,,,,3137.487,,3128.2212,3143.5107,766.01575,772.5833,-10.911166,2314.2,,,,,1934.9136,,,,471.47357,480.71823,178.77,,,,8571.571,1042.277,,,,,5.547722278,5.388498117,51.151077,3.368259094,4.596291,,,,,-0.02158051522,1360.128,198.2749939,2026-02-04,After Market,,,,21949.232,0.22671957,0.19747358,,0.5686874,0.72864974,0.7560595,,17.806984,10.981711,34.836163,19.13432499,11.988903,36.14441221,18.9766845,11.9035065,36.3143365,16.935663,10.629662,29.671698,21.963982,13.777228,42.526936,230.21,,,,,,,,,,,,,,,,
AVDL,,,,,,0.9593533,,0.878485,0.7269666,0.09755186,0.1215434,-100,256.3912602,,,,,365.5185,,357.7561,340.27158,#Calc,#Calc,5.286584,11.02434475,,,,,130.74594,,,,#Calc,#Calc,21.5,,,,-54.199,234.763,,,,,-42.02264982,-82.85681597,#Calc,#Calc,#Calc,,,,,-0.08391934201,36.79407,20.9375,2026-03-09,Unspecified,,,,199.448,0.016393979,0.16799658,,1.1333486,1.0381414,1.2996911,,16.239395,5.8088307,22.41093,14.77549752,6.626406568,98.91870529,13.767774,5.99026,26.1210355,7.6558557,2.245396,17.710123,31.088394,16.796137,15214.179,23.57,,,,,,,,,,,,,,,,
AVGO,,,,,,11.16464,,10.720469,9.370603,2.0210793,2.1479175,4.432209,63887,,,,,106078.914,,101233.93,86261.76,17465.943,18368.697,3.143586,34714,,,,,69788.73,,,,11613.117,12062.572,320.05,,,,50283,41339,,,,,16.54380072,15.89592392,69.07842,1.177532352,2.9502318,,,,,-0.06764730288,26914,461.7886047,2026-03-05,Unspecified,,,,171092,0.34746735,0.53903553,,2.2445745,2.234671,1.2181213,,22.976284,15.11597,28.666395,21.56734628,13.96384555,26.46857962,21.5658465,13.601281,26.3571185,12.183063,7.672715,13.875258,33.95656,22.59718,41.764557,414.61,,,,,,,,,,,,,,,,
