1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
Ticker,EPS LTM,EPS - most recent FY,EPS Est current FY,EPS Est FY+1,EPS Est FY+2,EPS EST NTM,EPS EST NTM+1,EPS EST NTM - 30 days ago,EPS EST NTM - 90 days ago,EPS EST Current Qtr,EPS Est Next Qtr,EPS surprise last qtr,Sales LTM,Sales - most recent FY,Sales Est current FY,Sales Est FY+1,Sales Est FY+2,Sales EST NTM,Sales EST NTM+1,SALES EST NTM - 30 days ago,SALES EST NTM - 90 days ago,SALES EST Current Qtr,SALES EST Next Qtr,SALES surprise last qtr,EBITDA LTM,EBITDA - most recent FY,EBITDA Est current FY,EBITDA Est FY+1,EBITDA Est FY+2,EBITDA EST NTM,EBITDA EST NTM+1,EBITDA EST NTM - 30 days ago,EBITDA EST NTM - 90 days ago,EBITDA EST Current Qtr,EBITDA EST Next Qtr,PRICE,SO,MKT CAP,EV,ND,Gross Profit LTM,EBIT LTM,Stock Option Expense - LTM,Stock price - LTM High,Stock price - LTM LOW,ROIC 1 YR,ROIC  3YR,14 day RSI,SI % of float,SI Days to Cover,Insider % ownership,Insider Purchases,Insider Sales,,,,Accruals abs,acrcrurals %,FCF,Consensus Price Target,Next Earnings Date,Next Earnings Date Time of day,LAST Reported FYE,FYE,LAST Reported FQ,Total assets,1 month volatility,2 month vol,3 month vol,1 yr Beta,3 yr beta,5 yr beta - monthly,5 yr beta - weekly,EV/EBITDA - NTM,EV/Sales - NTM,P/E NTM,3-YR AVG NTM EV/EBITDA,3-YR AVG NTM EV/SALES,3-YR AVG NTM P/E,3-YR MEDIAN NTM EV/EBITDA,3-YR MEDIAN NTM EV/SALES,3-YR MEDIAN NTM P/E,3-YR MIN NTM EV/EBITDA,3-YR MIN NTM EV/SALES,3-YR MIN NTM P/E,3-YR MAX NTM EV/EBITDA,3-YR MAX NTM EV/SALES,3-YR MAX NTM P/E,52 week high,26-YR AVG NTM EV/EBITDA,26-YR AVG NTM EV/SALES,26-YR AVG NTM P/E,26-YR MEDIAN NTM EV/EBITDA,26-YR MEDIAN NTM EV/SALES,26-YR MEDIAN NTM P/E,26-YR MIN NTM EV/EBITDA,26-YR MIN NTM EV/SALES,26-YR MIN NTM P/E,26-YR MAX NTM EV/EBITDA,26-YR MAX NTM EV/SALES,26-YR MAX NTM P/E
ASML,26.725,20.824,28.777,30.455,37.340,30.363,36.963,30.119,28.767,8.602,6.660,0.881,35535.904,30571.718,37766.055,39722.188,45438.395,39615.000,45125.180,39315.152,38348.070,11004.261,9160.766,-2.840,13597.478,11014.749,14255.418,14918.338,18043.990,14882.013,17872.723,14752.991,14001.907,4250.281,3380.148,1119.320,393.600,433849.530,424029.097,-8022.743,18726.740,12476.423,#N/A,1141.719,578.510,37.775,40.961,62.310,0.344,0.843,0.001,#N/A,#N/A,,,,-3888.246,-0.474747742,9753.41078,1180.77002,1/2026,1:00 AM,12/31/2024,12/2024,09/28/2025,50314.531,0.367,0.355,0.366,1.312,1.596,1.873,1.736,28.69892,10.784764,36.244255,24.78348306,9.025962484,31.35146024,23.898709,8.696851,30.2355365,17.659786,6.4647493,22.421495,36.659332,12.923029,46.852337,1141.719,27.32920232,5.113389804,92.82063318,18.291132,4.5020022,26.364822,4.8364825,1.0538865,9.637485,6157.3853,14.472961,67670.26
ASX,0.520,0.468,0.558,0.851,1.091,0.835,1.078,0.817,0.702,0.175,0.160,14.106,20040.081,18538.345,20801.605,23777.145,26883.193,23614.102,26712.998,23436.934,22939.348,5601.353,5281.095,0.883,3667.519,3310.592,3764.021,4927.947,5805.576,4864.170,5757.487,4786.932,4384.279,1149.444,1145.878,16.430,2196.007,35843.684,42076.319,3554.381,3190.472,1632.929,71.260,16.510,6.940,7.330,11.125,81.720,#N/A,1.156,#N/A,#N/A,#N/A,,,,-1573.521,-1.555851448,-7108.341,19.29999924,2/2026,Unspecified,12/31/2024,12/2024,09/30/2025,22592.927,0.308,0.477,0.414,1.488,1.452,1.485,1.323,8.276902,1.7015611,18.338514,6.138944085,1.150592169,13.904095,6.22139405,1.1675508,14.1458485,4.4736176,0.83796805,8.438025,9.104271,1.8418587,20.036482,16.39,6.455231284,1.65142242,15.55863387,5.88,1.24935325,12.406427,3.7421246,0.71,2.2003787,26.2489,9.820743,269.8187
ATEN,0.682,0.666,0.879,0.945,1.055,0.941,1.049,0.936,0.935,0.238,0.213,8.418,284.406,261.696,287.805,311.646,335.474,310.340,334.168,307.251,298.151,78.080,70.762,5.634,71.828,69.392,79.175,84.939,96.886,84.623,96.231,83.551,80.848,21.596,18.021,18.490,75.302,1326.223,1208.594,-183.620,226.564,57.907,15.776,21.895,13.814,21.861,28.660,92.174,7.513,8.607,0.027,0.000,0.000,,,,-40.352,-0.804786598,72.051,23.16666603,2/2026,Unspecified,12/31/2024,12/2024,09/30/2025,438.206,0.206,0.269,0.255,1.191,1.046,1.266,1.042,13.675912,3.7296586,18.90605,14.21708606,3.564554619,18.45301187,13.934284,3.435909,18.231275,10.599975,2.3565733,13.101811,21.526657,5.1139646,26.570501,21.895,58.8590935,2.366739638,90.77867821,17.90,2.0009289,21.3301505,10.334945,0.12,13.17,6198.0195,5.1022305,2993.9238
ATI,3.101,2.549,3.156,3.874,4.600,3.835,4.560,3.715,3.486,0.868,0.861,15.965,4583.000,4362.100,4595.195,4969.296,5357.306,4948.797,5336.045,4917.562,4864.517,1184.757,1209.691,0.169,838.200,772.000,850.853,964.407,1091.457,958.185,1084.495,939.086,908.801,226.213,224.891,104.730,146.600,14229.037,16368.065,1256.400,980.900,674.100,#N/A,105.720,39.230,10.185,8.480,66.451,2.264,2.526,0.011,0.000,5.000,,,,-39.400,-0.107123437,444.200,119.125,1/2026,Unspecified,12/29/2024,12/2024,09/28/2025,5230.600,0.263,0.409,0.396,1.874,1.685,1.076,1.363,16.527012,3.1843133,26.389643,12.56882712,2.131751871,19.32010044,12.346487,2.0675292,19.298704,8.667502,1.4063222,12.848,17.236591,3.287228,27.996662,103.64,9.166887781,1.187684368,44.67814671,8.949164,1.11761465,15.72485,2.5942674,0.34,3.96,20.604376,3.2000775,19549.146
ATO,7.468,7.462,8.102,8.742,9.495,8.228,8.890,8.051,7.844,2.414,3.329,8.106,4702.755,4702.755,5400.433,5752.458,6191.000,5469.874,5838.965,5333.581,5277.287,1373.547,2181.239,,2364.057,2363.957,2664.472,3033.768,3471.000,2737.320,3120.016,2649.649,2608.792,632.165,912.059,166.800,160.573,26970.393,35883.279,9099.703,1999.014,1629.312,25.452,180.650,136.050,5.568,5.467,31.762,3.488,3.905,0.004,0.000,0.000,,,,-851.189,-0.710350031,-1511.943,179.625,02/2026,Unspecified,09/30/2025,09/2025,09/30/2025,28905.706,0.160,0.154,0.151,0.107,0.267,0.747,0.439,13.4020195,6.6990614,20.843424,12.69323637,5.611218369,18.85427769,12.757618,5.38127915,18.7002515,11.022683,4.304871,15.864102,14.459406,7.129179,22.578772,180.65,9.308181181,2.62894309,16.44905826,8.3423035,1.86081275,15.8857915,4.2321343,0.43433696,9.27471,14.735794,7.0402107,25.061802
AUR,-0.450,-0.462,-0.460,-0.454,-0.417,-0.455,-0.419,-0.457,-0.472,-0.117,-0.111,9.412,2.000,0.000,3.644,33.016,243.251,31.407,231.732,28.873,26.792,1.691,2.025,-16.527,-752.000,-699.000,-728.512,-749.335,-689.301,-748.194,-692.590,-746.426,-748.680,-184.760,-194.660,4.500,1618.000,8709.189,7367.500,-1103.000,-60.000,-803.000,175.000,10.770,3.600,-36.739,-44.444,70.552,12.997,9.354,0.056,1.000,1.000,,,,-137.000,0.18315508,-608.000,9.787777901,2/2026,Unspecified,12/31/2024,12/2024,09/30/2025,2138.000,0.598,0.611,0.559,2.071,2.707,2.469,2.441,#N/A,235.82346,#N/A,#N/A,1618.473092,#N/A,#N/A,643.18678,#N/A,#N/A,33.715298,#N/A,#N/A,29511.832,#N/A,10.77,#N/A,1213.273013,#N/A,#N/A,470.438585,#N/A,#N/A,31.67,#N/A,#N/A,28307.285,#N/A
AVAV,-1.254,1.548,3.550,4.684,6.101,4.249,5.557,4.140,4.015,0.894,1.672,-43.286,1369.870,820.627,1995.820,2327.422,2656.217,2200.232,2530.104,2177.301,2113.101,494.313,582.391,0.635,95.961,82.850,309.860,391.849,478.988,360.401,445.565,359.502,342.293,72.861,128.488,245.250,28.173,12245.872,12432.089,23.429,432.185,-75.510,24.735,417.860,102.250,4.839,-2.855,34.899,5.971,3.424,0.007,0.000,3.000,,,,46.088,1.056603774,-194.660,391.9333191,12/2025,After Market,04/30/2025,04/2025,08/02/2025,1166.706,0.632,0.585,0.610,1.655,1.321,1.136,1.341,36.375847,5.989502,66.11434,27.33504596,5.000803528,48.70529962,24.3069425,4.54938665,44.9432945,18.004581,3.2412033,27.754969,54.870457,9.008498,99.31774,417.86,19.61414853,2.738530162,48.94633888,20.27,2.0047244,40.585684,5.3800583,0.86,13.70,56.893784,8.64291,250.86206
AVB,8.193,7.595,7.412,5.246,5.545,5.365,5.529,5.570,5.882,1.264,1.307,95.733,3058.513,2961.274,3024.580,3140.444,3293.251,3134.096,3284.877,3126.898,3137.148,766.016,772.583,-10.911,2314.200,2156.533,1867.064,1945.841,2055.660,1941.524,2049.642,1940.016,1963.259,471.474,480.718,176.340,142.459,24968.861,34106.184,7983.455,1042.277,1418.672,22.096,231.210,166.730,5.548,5.388,48.122,3.526,4.922,0.003,0.000,0.000,,,,-539.131,-0.499230039,1360.128,200.6578979,2/2026,Unspecified,12/31/2024,12/2024,09/30/2025,21000.737,0.124,0.166,0.159,0.596,0.729,0.743,0.740,17.702713,10.96591,32.96371,19.13532234,11.99665153,36.1289223,18.9766845,11.9035065,36.3143365,16.935663,10.629662,29.671698,21.963982,13.777228,42.526936,231.21,19.64645411,12.2801888,34.00215111,20.704432,13.00447,36.95927,9.435036,2.4180264,8.869305,28.340992,17.369125,82.42387
AVGO,3.914,1.234,6.747,9.417,12.635,9.779,12.821,9.404,8.831,1.867,1.967,1.695,59926.000,51574.000,63341.223,87726.990,116832.220,90996.350,118920.805,87510.695,82195.610,17465.943,18384.826,0.796,32089.000,23879.000,42118.820,58345.363,74344.160,60142.490,75911.445,58360.016,55401.130,11613.117,12062.572,412.970,4778.000,1950197.300,2060545.200,59568.000,37829.000,22936.000,5282.730,414.610,138.100,6.259,14.360,72.230,1.217,2.140,0.020,1.000,8.000,,,,-13794.000,-2.236381323,24930,422.1636658,12/2025,4:15 PM,11/03/2024,10/2025,08/03/2025,#N/A,0.516,0.517,0.481,2.156,2.130,1.204,1.671,32.566696,21.553587,40.14393,20.98088533,13.54684775,25.70903754,21.0680235,13.121274,25.9096075,11.144051,7.0250564,12.757064,34.048252,22.502678,41.8488,407.285,12.72092445,6.645744366,15.60397743,11.34,5.658362,13.484021,6.132556,1.99,8.14,34.048252,22.413889,41.76437
AVPT,-0.009,-0.158,0.336,0.382,0.487,0.380,0.481,0.376,0.332,0.089,0.079,48.980,393.993,330.482,415.324,489.141,573.650,485.097,569.020,478.827,459.372,110.945,111.412,3.792,18.732,-19.017,79.291,101.372,128.773,100.162,127.272,97.965,92.034,22.178,16.805,13.700,183.721,2956.309,2743.333,-274.369,293.432,6.228,32.147,20.245,11.490,-11.658,-16.823,68.571,5.386,5.227,0.383,0.000,8.000,,,,-117.984,4.055826745,84.631,19.45912552,2/2026,Unspecified,12/31/2024,12/2024,09/30/2025,533.009,0.266,0.447,0.410,1.211,1.229,1.086,1.298,26.788408,5.5250187,35.371735,37.49072606,5.012214154,60.10539418,35.441585,4.39030015,58.2975575,24.198338,1.9036046,32.185852,56.684887,9.767805,108.9329,20.245,48.79918117,4.38875043,101.4077889,40.25073,3.91823185,63.0697885,24.198338,1.6909926,32.185852,108.670616,9.43557,897.764
AVY,8.805,8.735,9.497,10.473,11.580,10.420,11.519,10.359,10.242,2.408,2.464,1.912,8770.000,8755.700,8880.019,9267.688,9605.436,9246.445,9586.929,9216.894,9117.728,2292.571,2250.145,-0.127,1399.800,1382.700,1456.869,1551.227,1638.730,1546.057,1633.935,1539.307,1500.011,372.421,375.145,177.100,80.700,13689.017,17013.200,3010.700,2504.800,1086.100,#N/A,203.780,156.230,14.168,14.516,62.765,2.088,2.183,0.016,#N/A,#N/A,,,,-233.900,-0.331820116,684.400,202.3636322,2/2026,Unspecified,12/28/2024,12/2024,09/27/2025,8404.200,0.238,0.321,0.279,0.598,0.746,1.015,0.859,11.127923,1.8600655,17.237204,12.50143605,2.027711015,19.1111967,12.421505,1.97778965,18.617768,10.240541,1.6961869,15.321399,14.741147,2.4183185,23.29808,206.45,10.16368185,1.37351113,17.32983288,10.04,1.33947625,17.319713,5.244148,0.57,8.10,15.95098,2.5782287,27.285934
AWK,5.703,5.390,5.732,6.096,6.574,6.076,6.548,6.045,5.988,1.275,1.132,3.200,5070.000,4684.000,5039.756,5347.147,5707.696,5330.303,5687.940,5304.196,5200.772,1201.857,1194.000,9.427,2902.000,2670.000,2842.522,3133.515,3411.727,3117.570,3396.483,3092.856,3040.788,713.528,#N/A,128.720,195.000,25116.361,40218.400,13917.000,2210.000,2032.000,#N/A,155.500,118.740,4.722,5.358,55.457,4.253,3.575,0.002,0.000,0.000,,,,-994.000,-0.945765937,-867.000,142.3000031,2/2026,Unspecified,12/31/2024,12/2024,09/30/2025,33851.000,0.215,0.241,0.223,-0.400,0.126,0.751,0.524,12.969247,7.580959,21.333025,15.11516127,8.486150832,25.49301926,14.8936735,8.3656355,24.487634,12.86779,7.492721,20.850079,18.483938,10.158786,33.746567,155.5,12.59454212,6.265384938,23.51786576,12.068181,5.993239,23.665709,8.2245245,3.09,12.23,21.113344,11.317709,42.286983
AXON,3.159,4.799,6.314,7.592,9.657,7.522,9.544,7.413,7.576,1.599,1.599,-23.052,2557.957,2082.526,2738.148,3434.939,4274.894,3396.759,4228.869,3337.069,3190.962,755.550,770.486,0.823,310.916,437.027,684.946,865.004,1120.673,855.138,1106.664,838.537,821.630,181.724,185.702,568.390,78.558,44851.940,44212.969,-276.477,1542.679,237.020,439.653,885.915,469.243,14.027,6.507,71.422,2.711,2.617,0.050,0.000,7.000,,,,-31.278,-0.082958036,145.019,822.5,3/2026,Unspecified,12/31/2024,12/2024,09/30/2025,4474.588,0.252,0.455,0.436,1.430,1.603,1.395,1.515,50.277534,12.65629,73.451,54.92772981,13.05597402,74.8419872,49.4768145,11.175564,68.871087,37.151184,7.9188633,50.215275,88.70918,22.905537,119.42817,885.915,32.04162908,6.502684325,63.35869422,28.47,5.441443,55.6770115,2.0889335,0.35,8.23,86.63042,36.151165,414.21313
AXP,14.892,14.018,15.433,17.443,19.936,17.333,19.799,17.161,16.693,3.569,4.008,3.612,78650.000,74188.000,72134.290,78540.190,85240.055,78189.180,84872.945,77644.690,75662.670,18888.295,18534.285,2.095,17943.000,17127.000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,375.570,713.000,258712.140,264797.010,10449.000,48010.000,16200.000,#N/A,377.980,220.430,15.118,14.628,75.660,1.496,3.876,0.001,0.000,6.000,,,,-3997.000,-0.397592758,18938.000,360.5652161,1/2026,Unspecified,12/31/2024,12/2024,09/30/2025,272826.000,0.273,0.295,0.264,1.356,1.269,1.147,1.250,#N/A,3.3448586,21.408644,#N/A,2.489380188,16.66410534,#N/A,2.43802115,16.7995735,#N/A,1.6505288,11.664042,#N/A,3.3896224,21.707523,377.23,20.78419321,3.333260974,16.05631102,20.2871915,3.268576,15.725329,8.680985,1.64,7.90,30.255136,5.9977713,32.605762
AZN,3.035,2.270,4.588,5.152,5.782,5.121,5.748,5.082,4.980,1.058,1.283,3.807,58120.966,54095.753,58523.742,62179.348,66143.740,61979.040,65926.516,61572.960,60606.285,15420.365,14499.250,2.790,19666.647,15181.385,20343.164,22657.758,25035.041,22530.930,24904.780,22401.697,21963.836,4802.531,10482.161,91.510,3126.000,283730.000,305533.651,24641.000,42573.584,13117.250,521.408,94.015,61.240,10.764,6.449,59.000,0.296,1.714,0.000,#N/A,#N/A,,,,-5171.175,-0.734754797,12971.443,99.52835846,2/2026,Unspecified,12/31/2024,12/2024,09/30/2025,104035.000,0.222,0.198,0.282,0.296,0.304,0.326,0.392,13.644478,4.9696436,17.605946,13.10226463,4.686469081,16.58390174,13.010793,4.689916,16.4879905,10.647741,3.7451735,13.576859,15.469851,5.582945,19.700018,94.015,10.99792462,3.589627683,17.41808344,11.706818,3.66390275,17.552324,4.1089244,1.652464,5.667058,19.230488,5.8366094,31.935808
AZO,143.407,144.868,150.916,178.033,196.473,158.494,183.186,159.736,167.130,27.872,36.393,-5.220,19287.707,18938.717,20520.460,22035.470,23804.375,20943.834,22529.795,20726.078,20167.610,4316.524,4851.879,-0.230,4181.431,4234.327,4373.701,4935.465,5189.148,4530.688,5006.357,4557.495,4631.243,854.411,1033.096,3421.130,17.245,56902.625,69982.865,12286.751,10057.730,3553.211,157.735,4388.110,3162.000,30.678,38.483,26.776,1.814,2.862,0.003,0.000,3.000,,,,-619.090,-0.247809764,1790.080,4428.608887,12/2025,Before Market,08/30/2025,08/2025,08/30/2025,19355.324,0.302,0.275,0.252,0.207,0.366,0.405,0.634,17.02923,3.755553,23.644323,15.0794634,3.476787252,19.72570523,14.8214,3.41369345,19.0502475,12.937175,2.9742692,16.052458,19.196514,4.3314233,27.417221,4388.11,10.16163109,2.05193923,15.05042939,9.53,1.8729099,14.627683,2.0216897,0.84,8.39,18.890038,4.3000417,26.898506
B,2.082,1.224,2.276,3.361,3.610,3.301,3.597,3.007,2.424,0.885,0.837,-3.017,14589.000,12922.000,16183.234,20674.803,21390.479,20428.690,21351.264,19145.428,17568.277,5173.865,4977.285,-5.759,8642.000,6858.000,10508.470,13759.090,14525.579,13580.974,14483.580,12921.650,11105.130,3728.058,3728.748,41.760,1751.000,70467.080,79452.046,655.000,6602.000,6736.000,#N/A,43.080,15.110,7.516,5.164,64.362,1.469,1.214,0.007,6.000,7.000,,,,-2545.000,-1.187033582,2984.383,47.16114044,2/2026,Unspecified,12/31/2024,12/2024,09/30/2025,47626.000,0.465,0.503,0.498,0.559,0.751,0.398,0.711,5.912384,3.902404,12.813087,5.800587963,3.032566782,14.16303839,5.795586,2.96854925,13.532962,4.2741947,2.325425,8.558333,7.96287,4.0719895,24.59612,43.08,8.193721372,4.058605657,22.94796719,7.64600815,3.9733377,19.45876,4.334957,2.179102,4.8884587,15.997,8.58387,73.23901
BA,-13.685,-18.357,-9.515,2.098,5.974,1.462,5.762,0.785,1.858,-0.392,-0.020,-44.433,80758.000,66518.000,87733.030,96563.990,108599.100,96080.100,107939.640,95400.516,94147.086,22183.895,22458.988,3.434,-4984.000,-7649.000,-1964.052,6689.208,10207.212,6215.056,10014.445,5768.223,6683.014,1032.452,1120.995,198.720,646.900,155611.860,181379.328,29676.000,938.000,-6910.000,349.180,242.690,128.880,-28.880,-14.306,62.051,1.952,1.647,0.001,1.000,1.000,,,,263.000,-0.022256072,-6350.000,247.0476227,2/2026,Unspecified,12/31/2024,12/2024,09/30/2025,156363.000,0.414,0.377,0.344,1.616,1.357,1.175,1.259,30.104649,1.9159228,153.77295,26.56151969,1.881211264,279.6818648,25.7743865,1.8686391,111.713715,20.253994,1.4458758,45.34297,38.74827,2.2669158,17419.121,242.6899,12.36961147,1.170510005,51.96620569,9.7845045,0.9889252,18.513939,3.5723453,0.3846128,5.7583337,38.6059,2.3444734,7291.781
BABA,7.499,7.636,6.273,9.043,11.491,8.208,10.753,8.533,8.857,1.932,1.451,-26.957,140323.038,138029.899,147178.550,162711.640,179525.720,158030.440,174458.470,155671.700,152673.800,41527.836,35415.516,1.827,26768.875,27139.474,20851.992,30257.324,37067.117,27422.840,35014.850,27787.543,27984.082,6020.416,4917.059,158.820,2414.750,356650.030,369915.197,-29778.535,57147.174,21783.192,1473.248,192.670,80.060,10.872,7.342,49.908,1.873,2.781,0.001,#N/A,#N/A,,,,-4715.626,-0.262910327,#N/A,200.9326172,02/2026,Unspecified,03/31/2025,03/2025,09/30/2025,248800.557,0.369,0.426,0.458,0.852,0.977,0.323,0.874,13.7275,2.3748894,19.250744,7.722742404,1.503501657,11.17845692,7.2070243,1.4155249,10.308306,4.1154838,0.85340405,7.4835644,16.028934,2.913346,21.37365,192.67,11.30673968,2.675292378,20.42242083,9.31,1.7480077,22.298333,4.123882,0.86,7.63,23.25788,7.0451193,42.357876
BAC,3.669,3.214,3.819,4.367,5.015,4.337,4.979,4.293,4.088,0.974,1.000,11.381,195857.000,195865.000,109759.830,116289.510,122152.150,115931.710,121830.910,115382.710,112713.016,27550.709,28871.200,2.082,63459.000,57580.000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,54.080,7935.800,394919.220,1130340.568,641560.000,#N/A,61179.000,#N/A,54.825,33.065,4.779,5.140,66.454,1.520,3.073,0.002,0.000,0.000,,,,-13888.000,-0.511867905,42620,59.13999939,1/2026,6:45 AM,12/31/2024,12/2024,09/30/2025,3261519.000,0.173,0.227,0.199,1.358,1.314,1.304,1.147,#N/A,9.74876,12.459079,#N/A,9.193125994,10.61090507,#N/A,9.40908725,11.042099,#N/A,7.1643057,7.6215754,#N/A,10.468817,13.097478,54.825,16.78369279,7.856459195,11.26180331,16.79,7.6346684,11.0978615,14.743868,5.074625,3.574333,18.660742,13.569238,22.973278
BALL,2.673,-2.049,3.566,3.988,4.462,3.965,4.436,3.929,3.901,0.899,0.852,-0.166,12674.000,11798.000,12930.871,13456.717,13861.574,13427.903,13839.391,13383.242,13157.728,3108.949,3245.039,1.796,1816.000,1459.000,2031.413,2120.358,2212.072,2115.484,2207.047,2107.930,2092.771,501.713,484.896,47.770,308.206,12801.739,20012.003,5124.000,1906.000,1202.000,#N/A,60.285,43.510,3.687,5.449,51.106,2.523,2.250,0.004,0.000,0.000,,,,309.000,0.728773585,140.000,60.08333206,1/2026,Unspecified,12/31/2024,12/2024,09/30/2025,17628.000,0.313,0.259,0.238,0.456,0.666,1.134,0.843,9.628963,1.5169128,12.388371,11.59328057,1.796825681,16.72375408,11.7776695,1.7670754,16.72719,9.31761,1.467572,11.813493,14.564491,2.2632132,22.244623,60.285,10.02936229,1.37597384,15.57011119,9.05,1.12999825,14.714367,5.3528013,0.48,7.03,18.92408,3.2162027,30.049528
BAX,-0.521,-1.273,2.365,2.289,2.476,2.293,2.466,2.299,2.549,0.535,0.482,15.433,11023.000,10636.000,11082.243,11305.101,11657.000,11292.890,11637.718,11273.962,11614.354,2841.933,2635.679,-1.475,1035.000,1110.000,2228.034,2215.114,2347.491,2215.822,2340.237,2216.919,2481.962,509.084,473.071,18.260,510.000,9386.663,17344.640,11683.000,3819.000,49.000,#N/A,37.740,17.400,-1.805,-1.464,57.560,6.476,4.346,0.005,0.000,0.000,,,,-1356.000,4.023738872,244.000,22.30769157,2/2026,Unspecified,12/31/2024,12/2024,09/30/2025,25782.000,0.333,0.450,0.407,1.009,0.829,0.607,0.730,7.891827,1.5491374,8.081806,9.793262265,2.141191324,12.3569482,9.752734,2.07128775,12.5382715,7.6302195,1.49936,7.5832167,12.316044,2.7795537,16.238098,37.74,11.31154377,2.774708822,12.92921701,11.074949,2.6706145,10.70957725,6.587215,1.23,4.74,18.443773,4.534164,29.943604
BB,-0.023,-0.151,0.128,0.154,0.115,0.148,0.123,0.141,0.115,0.036,0.037,233.333,536.000,534.900,524.937,570.059,578.450,560.293,576.634,556.427,537.740,135.597,139.294,7.948,64.900,59.200,92.805,117.034,125.380,111.790,123.574,109.732,91.095,24.558,27.535,4.380,591.470,2585.781,2556.787,-98.800,387.800,35.900,16.347,6.240,2.660,-0.871,-12.017,58.511,4.280,3.222,0.018,2.000,6.000,,,,-25.000,2.941176471,29.888,5.059223175,12/2025,5:05 PM,02/28/2025,02/2025,08/31/2025,1295.600,0.329,0.359,0.442,1.084,1.472,1.408,1.558,22.598019,4.498664,30.339748,59.50984724,3.505777332,187.8648646,54.47882,3.44848595,44.663403,20.604801,2.0497406,27.982666,215.22536,6.758785,2364.2666,6.24,35.67697636,4.044303404,156.5253294,21.5509045,3.32934265,38.525948,1.7250031,0.13,3.52,3085.136,53.83018,5192.0503
BBY,3.029,4.280,6.305,6.749,7.411,6.687,7.318,6.600,6.505,2.494,1.252,7.191,41825.000,41528.000,41836.890,42412.258,43223.063,42331.863,43109.773,42220.633,42103.980,13979.738,8904.377,0.990,1796.000,2212.000,2619.152,2704.002,2822.760,2692.147,2806.166,2668.185,2652.169,901.985,555.059,74.120,216.600,15530.735,18457.852,1995.000,9392.000,952.000,88.480,91.680,54.990,14.670,23.009,49.339,6.108,2.704,0.080,0.000,3.000,,,,-1171.000,-1.263214671,1514.000,83.19999695,02/2026,Unspecified,02/01/2025,01/2025,11/01/2025,14782.000,0.308,0.392,0.352,1.484,1.119,1.391,1.250,6.8740993,0.43650907,11.105767,7.20407819,0.454574007,12.17896514,7.180652,0.447205065,12.11847775,5.3421803,0.34043893,8.885448,8.997752,0.58635014,15.565869,91.68,6.857572387,0.473734775,15.94181527,6.6473536,0.43592724,13.529634,1.0975565,0.119341955,4.7960625,30.311567,2.6758158,66.15107
BDX,5.829,5.816,14.868,15.813,16.500,15.055,15.948,14.965,14.831,2.811,3.354,1.046,21839.000,21840.000,22474.574,23218.572,24009.309,22621.336,23374.553,22550.959,22851.926,5148.184,5529.754,-0.266,4809.000,4808.000,6511.953,6962.211,7622.827,6600.771,7092.524,6560.418,6635.506,1296.317,1579.722,198.400,288.509,56627.130,76401.186,19161.000,9924.000,2495.000,238.270,251.985,162.290,3.804,3.912,60.394,1.683,2.356,0.002,0.000,4.000,,,,-1752.000,-1.044100119,2670.000,197.6666718,01/2026,Unspecified,09/30/2025,09/2025,09/30/2025,55325.000,0.276,0.234,0.225,0.434,0.434,0.256,0.486,11.396869,3.3236449,12.8970785,13.64614073,3.933805611,16.67415056,13.43413525,3.98817765,16.961405,10.148044,2.9377089,11.274377,17.173563,4.811958,21.178226,251.985,11.39364819,3.160905885,17.66748636,10.907758,2.840096,18.046406,6.8287344,1.8429238,11.448082,17.260908,5.2818623,28.890593
BEAM,-4.435,-4.577,-4.470,-4.628,-4.600,-4.619,-4.601,-4.618,-4.392,-1.153,-1.160,-5.992,55.701,63.518,37.385,43.063,77.326,42.752,75.449,42.764,45.813,11.947,15.743,-14.460,-392.574,-354.778,-475.565,-511.164,-499.162,-509.214,-499.820,-506.197,-475.079,-121.379,-133.049,27.400,82.313,2780.415,1886.890,-689.315,33.632,-414.643,92.891,35.250,13.525,-37.251,-34.424,70.088,22.877,10.357,0.066,0.000,4.000,,,,-29.496,0.078292306,-352.360,45.33333206,3/2026,Unspecified,12/31/2024,12/2024,09/30/2025,1103.824,0.768,0.842,0.799,1.987,2.339,2.215,2.018,#N/A,43.487083,#N/A,#N/A,22.55825677,#N/A,#N/A,21.3789615,#N/A,#N/A,3.3975735,#N/A,#N/A,51.567215,#N/A,35.25,#N/A,269.8820864,#N/A,#N/A,39.497301,#N/A,#N/A,4.40,#N/A,#N/A,1893.0248,#N/A
